wav/000001.wav	卡尔普陪外孙玩滑梯。	biaobei
wav/000002.wav	假语村言别再拥抱我。	biaobei
wav/000003.wav	宝马配挂跛骡鞍，貂蝉怨枕董翁榻。	biaobei
wav/000004.wav	邓小平与撒切尔会晤。	biaobei
wav/000005.wav	老虎幼崽与宠物犬玩耍。	biaobei
wav/000006.wav	身长约五尺二寸五分或以上。	biaobei
wav/000007.wav	赵荻约曹云腾去鬼屋。	biaobei
wav/000008.wav	展品虽有，展员却颓。	biaobei
wav/000009.wav	以散居儿童和幼托儿童为主。	biaobei
wav/000010.wav	柯特妮身穿豹纹大衣。	biaobei
wav/000011.wav	引才要筛，用才也要筛。	biaobei
wav/000012.wav	南越昆仑山与西藏接壤。	biaobei
wav/000013.wav	翁凯兰防乳腺癌宣传照。	biaobei
wav/000014.wav	我回右哼哼左哼哼。	biaobei
wav/000015.wav	吴云宝奶奶挑选枇杷。	biaobei
wav/000016.wav	此外广本也将由少壮派掌管。	biaobei
wav/000017.wav	右蛮舞袅袅，左琼歌昔昔。	biaobei
wav/000018.wav	眼眶宽阔而低矮，鼻短而宽。	biaobei
wav/000019.wav	霞浦县牙城镇乌岐、瓦窑村水位猛涨。	biaobei
wav/000020.wav	霍思燕露背秀乳沟性感惹火。	biaobei
